row_id,true_model
135,JBL CINEMASB580
136,UNKNOWN
137,UNKNOWN
138,LG S70TR
139,UNKNOWN
140,UNKNOWN
141,UNKNOWN
142,UNKNOWN
143,UNKNOWN
144,PHILIPS HTL3160B
145,PHILIPS TAB5109
146,UNKNOWN
147,UNKNOWN
148,UNKNOWN
149,UNKNOWN
150,UNKNOWN
151,UNKNOWN
152,UNKNOWN
153,BOSE TVSPKR
154,UNKNOWN
155,UNKNOWN
156,UNKNOWN
157,UNKNOWN
158,UNKNOWN
159,UNKNOWN
160,UNKNOWN
161,UNKNOWN
162,UNKNOWN
163,UNKNOWN
164,UNKNOWN
165,UNKNOWN
166,UNKNOWN
167,UNKNOWN
168,UNKNOWN
169,UNKNOWN
170,UNKNOWN
171,UNKNOWN
172,UNKNOWN
173,UNKNOWN
174,UNKNOWN
175,UNKNOWN
176,UNKNOWN
177,UNKNOWN
178,UNKNOWN
179,UNKNOWN
180,LG SQC1
181,UNKNOWN
182,UNKNOWN
183,UNKNOWN
184,LG S77TY
185,UNKNOWN
186,UNKNOWN
187,SAMSUNG HWB6SERIES
188,UNKNOWN
189,UNKNOWN
190,LG S90TR
191,UNKNOWN
192,UNKNOWN
193,UNKNOWN
194,UNKNOWN
195,UNKNOWN
196,UNKNOWN
197,LG_SC9S
198,UNKNOWN
199,UNKNOWN
200,UNKNOWN
201,UNKNOWN
202,UNKNOWN
203,UNKNOWN
204,UNKNOWN
205,UNKNOWN
206,UNKNOWN
207,UNKNOWN
208,UNKNOWN
209,UNKNOWN
210,SAMSUNG SOUNDBARMS7
211,LG S40T
212,UNKNOWN
213,UNKNOWN
214,LG SQC2
215,LG S70TR
216,UNKNOWN
217,UNKNOWN
218,LG S95TR
219,SONOS BEAM
220,UNKNOWN
221,UNKNOWN
222,UNKNOWN
223,UNKNOWN
224,UNKNOWN
225,UNKNOWN
226,SAMSUNG SOUNDBARQ7
227,UNKNOWN
228,UNKNOWN
229,UNKNOWN
230,SONOS BEAM
231,UNKNOWN
232,UNKNOWN
233,UNKNOWN
234,UNKNOWN
235,UNKNOWN
236,UNKNOWN
237,UNKNOWN
238,UNKNOWN
239,UNKNOWN
240,UNKNOWN
241,UNKNOWN
242,SONY HTMT500
243,UNKNOWN
244,UNKNOWN
245,UNKNOWN
246,UNKNOWN
247,UNKNOWN
248,UNKNOWN
249,UNKNOWN
250,UNKNOWN
251,UNKNOWN
252,UNKNOWN
253,UNKNOWN
254,BOSE SOUNDBAR500
255,BOSE SOUNDTOUCH300
256,UNKNOWN
257,UNKNOWN
258,UNKNOWN
259,UNKNOWN
260,UNKNOWN
261,UNKNOWN
262,UNKNOWN
263,UNKNOWN
264,UNKNOWN
265,UNKNOWN
266,UNKNOWN
267,HARMAN CITATIONMB
268,UNKNOWN
269,LG SC9S
270,UNKNOWN
271,LG S70TY
272,UNKNOWN
273,UNKNOWN
274,UNKNOWN
275,UNKNOWN
276,UNKNOWN
277,UNKNOWN
278,UNKNOWN
279,JBL CINEMASB580
280,UNKNOWN
281,UNKNOWN
282,UNKNOWN
283,UNKNOWN
284,UNKNOWN
285,LG SQC1
286,UNKNOWN
287,UNKNOWN
288,UNKNOWN
289,UNKNOWN
290,UNKNOWN
291,UNKNOWN
292,UNKNOWN
293,JBL CINEMASB550
294,SONY HTG700
295,LG SH5A
296,UNKNOWN
297,UNKNOWN
298,UNKNOWN
299,UNKNOWN
300,UNKNOWN
301,UNKNOWN
302,UNKNOWN
303,UNKNOWN
304,UNKNOWN
305,UNKNOWN
306,UNKNOWN
307,UNKNOWN
308,LG S77TY
309,UNKNOWN
310,UNKNOWN
311,UNKNOWN
312,UNKNOWN
313,UNKNOWN
314,UNKNOWN
315,UNKNOWN
316,UNKNOWN
317,UNKNOWN
318,UNKNOWN
319,SONOS BEAM
320,UNKNOWN
321,UNKNOWN
322,UNKNOWN
323,UNKNOWN
324,LG S95TR
325,UNKNOWN
326,UNKNOWN
327,UNKNOWN
328,UNKNOWN
329,UNKNOWN
330,UNKNOWN
331,UNKNOWN
332,UNKNOWN
333,JBL BAR5.1
334,LG SC9S
335,UNKNOWN
336,UNKNOWN
337,UNKNOWN
338,UNKNOWN
339,UNKNOWN
340,UNKNOWN
341,UNKNOWN
342,UNKNOWN
343,UNKNOWN
344,UNKNOWN
345,UNKNOWN
346,UNKNOWN
347,UNKNOWN
348,UNKNOWN
349,UNKNOWN
350,UNKNOWN
351,UNKNOWN
352,UNKNOWN
353,UNKNOWN
354,LG SG10TY
355,UNKNOWN
356,UNKNOWN
357,UNKNOWN
358,UNKNOWN
359,UNKNOWN
360,UNKNOWN
361,UNKNOWN
362,UNKNOWN
363,UNKNOWN
364,UNKNOWN
365,UNKNOWN
366,SONOS ARCULTRA
367,UNKNOWN
368,LG S40T
369,UNKNOWN
370,UNKNOWN
371,UNKNOWN
372,UNKNOWN
373,UNKNOWN
374,UNKNOWN
375,UNKNOWN
376,UNKNOWN
377,UNKNOWN
378,UNKNOWN
379,UNKNOWN
380,UNKNOWN
381,UNKNOWN
382,UNKNOWN
383,UNKNOWN
384,UNKNOWN
385,UNKNOWN
386,UNKNOWN
387,UNKNOWN
388,UNKNOWN
389,UNKNOWN
390,UNKNOWN
391,UNKNOWN
392,UNKNOWN
393,UNKNOWN
394,LG S80TY
395,UNKNOWN
396,UNKNOWN
397,UNKNOWN
398,UNKNOWN
399,UNKNOWN
400,SONOS BEAM
401,LG S95TR
402,UNKNOWN
403,PHILIPS HTL2163
404,UNKNOWN
405,UNKNOWN
406,UNKNOWN
407,UNKNOWN
408,UNKNOWN
409,LG S20A
410,BOSE SOUNDTOUCH130
411,UNKNOWN
412,UNKNOWN
413,UNKNOWN
414,UNKNOWN
415,UNKNOWN
416,UNKNOWN
417,UNKNOWN
418,UNKNOWN
419,UNKNOWN
420,UNKNOWN
421,UNKNOWN
422,UNKNOWN
423,UNKNOWN
424,UNKNOWN
425,UNKNOWN
426,UNKNOWN
427,UNKNOWN
428,UNKNOWN
429,UNKNOWN
430,LG S80TY
431,UNKNOWN
432,UNKNOWN
433,LG S90TY
434,UNKNOWN
435,UNKNOWN
436,UNKNOWN
437,LG S95TR
438,UNKNOWN
439,UNKNOWN
440,UNKNOWN
441,UNKNOWN
442,UNKNOWN
443,UNKNOWN
444,LG S40T
445,UNKNOWN
446,UNKNOWN
447,UNKNOWN
448,UNKNOWN
449,LG SJ3
450,UNKNOWN
451,UNKNOWN
452,UNKNOWN
453,UNKNOWN
454,UNKNOWN
455,UNKNOWN
456,UNKNOWN
457,UNKNOWN
458,UNKNOWN
459,UNKNOWN
460,UNKNOWN
461,UNKNOWN
462,UNKNOWN
463,UNKNOWN
464,UNKNOWN
465,UNKNOWN
466,UNKNOWN
467,UNKNOWN
468,UNKNOWN
469,UNKNOWN
470,UNKNOWN
471,UNKNOWN
472,UNKNOWN
473,BOSE SOLO5
474,UNKNOWN
475,UNKNOWN
476,UNKNOWN
477,UNKNOWN
478,UNKNOWN
479,UNKNOWN
480,UNKNOWN
481,UNKNOWN
482,UNKNOWN
483,UNKNOWN
484,UNKNOWN
485,ETC SOUNDBAR
486,UNKNOWN
487,UNKNOWN
488,UNKNOWN
489,UNKNOWN
490,UNKNOWN
491,UNKNOWN
492,UNKNOWN
493,UNKNOWN
494,LG__SC9S
495,UNKNOWN
496,UNKNOWN
497,UNKNOWN
498,UNKNOWN
499,UNKNOWN
500,UNKNOWN
501,UNKNOWN
502,UNKNOWN
503,UNKNOWN
504,UNKNOWN
505,UNKNOWN
506,UNKNOWN
507,UNKNOWN
508,UNKNOWN
509,UNKNOWN
510,UNKNOWN
511,UNKNOWN
512,UNKNOWN
513,UNKNOWN
514,UNKNOWN
515,UNKNOWN
516,UNKNOWN
517,UNKNOWN
518,UNKNOWN
519,UNKNOWN
520,UNKNOWN
521,UNKNOWN
522,UNKNOWN
523,UNKNOWN
524,LG S90TY
525,LG SQC2
526,UNKNOWN
527,UNKNOWN
528,UNKNOWN
529,UNKNOWN
530,UNKNOWN
531,UNKNOWN
532,UNKNOWN
533,UNKNOWN
534,UNKNOWN
535,UNKNOWN
536,UNKNOWN
537,UNKNOWN
538,UNKNOWN
539,UNKNOWN
540,UNKNOWN
541,UNKNOWN
542,UNKNOWN
543,UNKNOWN
544,UNKNOWN
545,UNKNOWN
546,UNKNOWN
547,UNKNOWN
548,LG S70TY
549,UNKNOWN
550,UNKNOWN
551,UNKNOWN
552,UNKNOWN
553,UNKNOWN
554,UNKNOWN
555,UNKNOWN
556,LG S90TY
557,UNKNOWN
558,UNKNOWN
559,UNKNOWN
560,UNKNOWN
561,UNKNOWN
562,UNKNOWN
563,UNKNOWN
564,UNKNOWN
565,LG S70TR
566,UNKNOWN
567,UNKNOWN
568,UNKNOWN
569,UNKNOWN
570,UNKNOWN
571,UNKNOWN
572,UNKNOWN
573,UNKNOWN
574,LG SOUNDBAR
575,UNKNOWN
576,UNKNOWN
577,UNKNOWN
578,UNKNOWN
579,UNKNOWN
580,UNKNOWN
581,UNKNOWN
582,UNKNOWN
583,UNKNOWN
584,UNKNOWN
585,LG_S80TR
586,UNKNOWN
587,UNKNOWN
588,LG S40T
589,UNKNOWN
590,UNKNOWN
591,UNKNOWN
592,UNKNOWN
593,UNKNOWN
594,UNKNOWN
595,UNKNOWN
596,UNKNOWN
597,UNKNOWN
598,UNKNOWN
599,UNKNOWN
600,UNKNOWN
601,UNKNOWN
602,UNKNOWN
603,SONY HTS400
604,UNKNOWN
605,UNKNOWN
606,UNKNOWN
607,UNKNOWN
608,UNKNOWN
609,UNKNOWN
610,UNKNOWN
611,UNKNOWN
612,UNKNOWN
613,UNKNOWN
614,UNKNOWN
615,UNKNOWN
616,UNKNOWN
617,UNKNOWN
618,UNKNOWN
619,UNKNOWN
620,UNKNOWN
621,UNKNOWN
622,UNKNOWN
623,UNKNOWN
624,SONY HTS20R
625,UNKNOWN
626,UNKNOWN
627,UNKNOWN
628,UNKNOWN
629,LG SJ3
630,PHILIPS TAB5305
631,UNKNOWN
632,UNKNOWN
633,UNKNOWN
634,UNKNOWN
635,LG SN7
636,LG S70TY
637,UNKNOWN
638,UNKNOWN
639,UNKNOWN
640,UNKNOWN
641,UNKNOWN
642,UNKNOWN
643,UNKNOWN
644,UNKNOWN
645,UNKNOWN
646,UNKNOWN
647,SONY HTS700RF
648,UNKNOWN
649,LG S40TR
650,HISENSE AX3100G
651,UNKNOWN
652,UNKNOWN
653,UNKNOWN
654,UNKNOWN
655,UNKNOWN
656,SONY HTS20R
657,UNKNOWN
658,UNKNOWN
659,UNKNOWN
660,LG S95TR
661,UNKNOWN
662,UNKNOWN
663,LG S90TY
664,UNKNOWN
665,UNKNOWN
666,UNKNOWN
667,UNKNOWN
668,UNKNOWN
669,LG S60TR
670,JBL CINEMASB170
671,LG S77TY
672,UNKNOWN
673,UNKNOWN
674,UNKNOWN
675,UNKNOWN
676,UNKNOWN
677,UNKNOWN
678,UNKNOWN
679,UNKNOWN
680,UNKNOWN
681,UNKNOWN
682,JBL BAR5.1
683,UNKNOWN
684,UNKNOWN
685,SONOS ARCULTRA
686,UNKNOWN
687,UNKNOWN
688,SONY HTCT790
689,UNKNOWN
690,UNKNOWN
691,UNKNOWN
692,UNKNOWN
693,UNKNOWN
694,UNKNOWN
695,UNKNOWN
696,UNKNOWN
697,UNKNOWN
698,UNKNOWN
699,UNKNOWN
700,UNKNOWN
701,UNKNOWN
702,UNKNOWN
703,UNKNOWN
704,UNKNOWN
705,UNKNOWN
706,SONOS BEAM
707,UNKNOWN
708,UNKNOWN
709,UNKNOWN
710,UNKNOWN
711,UNKNOWN
712,UNKNOWN
713,UNKNOWN
714,ETC SOUNDBAR
715,UNKNOWN
716,UNKNOWN
717,UNKNOWN
718,UNKNOWN
719,UNKNOWN
720,UNKNOWN
721,UNKNOWN
722,UNKNOWN
723,UNKNOWN
724,UNKNOWN
725,LG S70TY
726,UNKNOWN
727,UNKNOWN
728,UNKNOWN
729,UNKNOWN
730,UNKNOWN
731,UNKNOWN
732,UNKNOWN
733,UNKNOWN
734,UNKNOWN
735,UNKNOWN
736,UNKNOWN
737,UNKNOWN
738,UNKNOWN
739,UNKNOWN
740,UNKNOWN
741,UNKNOWN
742,UNKNOWN
743,UNKNOWN
744,UNKNOWN
745,UNKNOWN
746,UNKNOWN
747,UNKNOWN
748,UNKNOWN
749,YAMAHA SRB40
750,UNKNOWN
751,UNKNOWN
752,UNKNOWN
753,UNKNOWN
754,UNKNOWN
755,UNKNOWN
756,UNKNOWN
757,UNKNOWN
758,UNKNOWN
759,UNKNOWN
760,UNKNOWN
761,UNKNOWN
762,UNKNOWN
763,UNKNOWN
764,UNKNOWN
765,UNKNOWN
766,UNKNOWN
767,UNKNOWN
768,UNKNOWN
769,UNKNOWN
770,UNKNOWN
771,UNKNOWN
772,UNKNOWN
773,SONOS ARCULTRA
774,UNKNOWN
775,UNKNOWN
776,UNKNOWN
777,UNKNOWN
778,UNKNOWN
779,UNKNOWN
780,UNKNOWN
781,UNKNOWN
782,UNKNOWN
783,UNKNOWN
784,UNKNOWN
785,UNKNOWN
786,UNKNOWN
787,UNKNOWN
788,LG S70TY
789,UNKNOWN
790,UNKNOWN
791,UNKNOWN
792,UNKNOWN
793,UNKNOWN
794,UNKNOWN
795,UNKNOWN
796,UNKNOWN
797,UNKNOWN
798,UNKNOWN
799,UNKNOWN
800,UNKNOWN
801,UNKNOWN
802,UNKNOWN
803,UNKNOWN
804,UNKNOWN
805,UNKNOWN
806,UNKNOWN
807,SAMSUNG HWQ930D
808,UNKNOWN
809,UNKNOWN
810,UNKNOWN
811,UNKNOWN
812,UNKNOWN
813,UNKNOWN
814,UNKNOWN
815,UNKNOWN
816,UNKNOWN
817,UNKNOWN
818,UNKNOWN
819,UNKNOWN
820,UNKNOWN
821,UNKNOWN
822,UNKNOWN
823,UNKNOWN
824,SONOS ARCULTRA
825,UNKNOWN
826,UNKNOWN
827,UNKNOWN
828,UNKNOWN
829,UNKNOWN
830,UNKNOWN
831,UNKNOWN
832,UNKNOWN
833,UNKNOWN
834,UNKNOWN
835,UNKNOWN
836,UNKNOWN
837,UNKNOWN
838,UNKNOWN
839,UNKNOWN
840,UNKNOWN
841,UNKNOWN
842,UNKNOWN
843,UNKNOWN
844,UNKNOWN
845,UNKNOWN
846,UNKNOWN
847,UNKNOWN
848,UNKNOWN
849,LG SC9S
850,UNKNOWN
851,LG LAS350B
852,UNKNOWN
853,UNKNOWN
854,UNKNOWN
855,UNKNOWN
856,UNKNOWN
857,UNKNOWN
858,UNKNOWN
859,UNKNOWN
860,UNKNOWN
861,UNKNOWN
862,UNKNOWN
863,UNKNOWN
864,UNKNOWN
865,UNKNOWN
866,UNKNOWN
867,UNKNOWN
868,UNKNOWN
869,LG S77TY
870,UNKNOWN
871,SONOS ARCULTRA
872,UNKNOWN
873,UNKNOWN
874,UNKNOWN
875,UNKNOWN
876,UNKNOWN
877,UNKNOWN
878,UNKNOWN
879,UNKNOWN
880,UNKNOWN
881,UNKNOWN
882,UNKNOWN
883,UNKNOWN
884,JBL BAR1000
885,UNKNOWN
886,LG SJ3
887,UNKNOWN
888,UNKNOWN
889,UNKNOWN
890,UNKNOWN
891,UNKNOWN
892,UNKNOWN
893,UNKNOWN
894,UNKNOWN
895,UNKNOWN
896,UNKNOWN
897,UNKNOWN
898,UNKNOWN
899,UNKNOWN
900,UNKNOWN
901,UNKNOWN
902,UNKNOWN
903,UNKNOWN
904,UNKNOWN
905,UNKNOWN
906,UNKNOWN
907,UNKNOWN
908,UNKNOWN
909,UNKNOWN
910,UNKNOWN
911,UNKNOWN
912,SONY HTSF200
913,LG SC9S
914,UNKNOWN
915,LG S80TR
916,UNKNOWN
917,UNKNOWN
918,UNKNOWN
919,UNKNOWN
920,LG S80TY
921,UNKNOWN
922,UNKNOWN
923,UNKNOWN
924,UNKNOWN
925,UNKNOWN
926,UNKNOWN
927,UNKNOWN
928,UNKNOWN
929,BOSE SOUNDBAR900
930,UNKNOWN
931,UNKNOWN
932,UNKNOWN
933,UNKNOWN
934,SONOS ARC
935,UNKNOWN
936,UNKNOWN
937,UNKNOWN
938,UNKNOWN
939,UNKNOWN
940,UNKNOWN
941,LG SQC1
942,UNKNOWN
943,UNKNOWN
944,UNKNOWN
945,UNKNOWN
946,UNKNOWN
947,UNKNOWN
948,UNKNOWN
949,UNKNOWN
950,UNKNOWN
951,UNKNOWN
952,UNKNOWN
953,UNKNOWN
954,UNKNOWN
955,UNKNOWN
956,UNKNOWN
957,UNKNOWN
958,UNKNOWN
959,LG SG10TY
960,UNKNOWN
961,UNKNOWN
962,UNKNOWN
963,LG S90TY
964,UNKNOWN
965,UNKNOWN
966,UNKNOWN
967,UNKNOWN
968,UNKNOWN
969,UNKNOWN
970,UNKNOWN
971,UNKNOWN
972,UNKNOWN
973,UNKNOWN
974,UNKNOWN
975,UNKNOWN
976,UNKNOWN
977,UNKNOWN
978,UNKNOWN
979,UNKNOWN
980,UNKNOWN
981,UNKNOWN
982,UNKNOWN
983,UNKNOWN
984,UNKNOWN
985,UNKNOWN
986,UNKNOWN
987,UNKNOWN
988,UNKNOWN
989,UNKNOWN
990,UNKNOWN
991,UNKNOWN
992,UNKNOWN
993,UNKNOWN
994,UNKNOWN
995,UNKNOWN
996,UNKNOWN
997,UNKNOWN
998,UNKNOWN
999,UNKNOWN
1000,UNKNOWN
1001,UNKNOWN
1002,UNKNOWN
1003,LG S60T
1004,UNKNOWN
1005,SAMSUNG SOUNDBAR
1006,UNKNOWN
1007,UNKNOWN
1008,UNKNOWN
1009,UNKNOWN
1010,UNKNOWN
1011,UNKNOWN
1012,UNKNOWN
1013,SAMSUNG HWQ6CSERIES
1014,UNKNOWN
1015,UNKNOWN
1016,UNKNOWN
1017,LG S80TR
1018,UNKNOWN
1019,UNKNOWN
1020,UNKNOWN
1021,SAMSUNG SOUNDBAR
1022,UNKNOWN
1023,UNKNOWN
1024,UNKNOWN
1025,UNKNOWN
1026,UNKNOWN
1027,UNKNOWN
1028,UNKNOWN
1029,UNKNOWN
1030,UNKNOWN
1031,UNKNOWN
1032,UNKNOWN
1033,UNKNOWN
1034,UNKNOWN
1035,UNKNOWN
1036,LG S90TY
1037,UNKNOWN
1038,UNKNOWN
1039,UNKNOWN
1040,UNKNOWN
1041,UNKNOWN
1042,LG SC9S
1043,UNKNOWN
1044,UNKNOWN
1045,UNKNOWN
1046,UNKNOWN
1047,UNKNOWN
1048,UNKNOWN
1049,UNKNOWN
1050,UNKNOWN
1051,UNKNOWN
1052,YAMAHA YAS207
1053,UNKNOWN
1054,UNKNOWN
1055,UNKNOWN
1056,UNKNOWN
1057,UNKNOWN
1058,SONOS ARCULTRA
1059,LG SG10TY
1060,UNKNOWN
1061,UNKNOWN
1062,UNKNOWN
1063,UNKNOWN
1064,LG S70TR
1065,UNKNOWN
1066,UNKNOWN
1067,LG S77TY
1068,UNKNOWN
1069,UNKNOWN
1070,UNKNOWN
1071,YAMAHA SRB20
1072,UNKNOWN
1073,UNKNOWN
1074,UNKNOWN
1075,UNKNOWN
1076,UNKNOWN
1077,UNKNOWN
1078,UNKNOWN
1079,UNKNOWN
1080,UNKNOWN
1081,UNKNOWN
1082,UNKNOWN
1083,UNKNOWN
1084,UNKNOWN
1085,UNKNOWN
1086,UNKNOWN
1087,UNKNOWN
1088,UNKNOWN
1089,UNKNOWN
1090,LG SE6S
1091,UNKNOWN
1092,UNKNOWN
1093,UNKNOWN
1094,UNKNOWN
1095,UNKNOWN
1096,UNKNOWN
1097,UNKNOWN
1098,UNKNOWN
1099,UNKNOWN
1100,UNKNOWN
1101,UNKNOWN
1102,UNKNOWN
1103,DENON DHTS216
1104,JBL BAR2.1
1105,LG S70TY
1106,UNKNOWN
1107,UNKNOWN
1108,UNKNOWN
1109,UNKNOWN
1110,JBL BAR2.1
1111,UNKNOWN
1112,SONY HTX8500
1113,JBL BAR500
1114,UNKNOWN
1115,UNKNOWN
1116,UNKNOWN
1117,UNKNOWN
1118,UNKNOWN
1119,UNKNOWN
1120,UNKNOWN
1121,UNKNOWN
1122,SAMSUNG BSERIES
1123,UNKNOWN
1124,UNKNOWN
1125,UNKNOWN
1126,UNKNOWN
1127,UNKNOWN
1128,UNKNOWN
1129,UNKNOWN
1130,UNKNOWN
1131,UNKNOWN
1132,LG S80TR
1133,UNKNOWN
1134,UNKNOWN
1135,UNKNOWN
1136,UNKNOWN
1137,UNKNOWN
1138,UNKNOWN
1139,UNKNOWN
1140,UNKNOWN
1141,UNKNOWN
1142,UNKNOWN
1143,UNKNOWN
1144,UNKNOWN
1145,UNKNOWN
1146,LG S90TY
1147,UNKNOWN
1148,LG SH3B
1149,UNKNOWN
1150,UNKNOWN
1151,UNKNOWN
1152,UNKNOWN
1153,UNKNOWN
1154,SAMSUNG HWQ935G
1155,UNKNOWN
1156,PHILIPS FIDELIOB5
1157,UNKNOWN
1158,UNKNOWN
1159,UNKNOWN
1160,UNKNOWN
1161,UNKNOWN
1162,LG S40T
1163,UNKNOWN
1164,UNKNOWN
1165,UNKNOWN
1166,UNKNOWN
1167,UNKNOWN
1168,UNKNOWN
1169,UNKNOWN
1170,UNKNOWN
1171,UNKNOWN
1172,UNKNOWN
1173,UNKNOWN
1174,UNKNOWN
1175,UNKNOWN
1176,UNKNOWN
1177,UNKNOWN
1178,LG S90TY
1179,UNKNOWN
1180,UNKNOWN
1181,UNKNOWN
1182,UNKNOWN
1183,UNKNOWN
1184,UNKNOWN
1185,UNKNOWN
1186,UNKNOWN
1187,UNKNOWN
1188,UNKNOWN
1189,LG SC9S
1190,UNKNOWN
1191,UNKNOWN
1192,UNKNOWN
1193,UNKNOWN
1194,UNKNOWN
1195,DENON DHTS517
1196,UNKNOWN
1197,UNKNOWN
1198,UNKNOWN
1199,UNKNOWN
1200,UNKNOWN
1201,UNKNOWN
1202,UNKNOWN
1203,UNKNOWN
1204,UNKNOWN
1205,UNKNOWN
1206,UNKNOWN
1207,UNKNOWN
1208,UNKNOWN
1209,UNKNOWN
1210,UNKNOWN
1211,UNKNOWN
1212,UNKNOWN
1213,UNKNOWN
1214,JBL CINEMASB170
1215,UNKNOWN
1216,UNKNOWN
1217,UNKNOWN
1218,UNKNOWN
1219,UNKNOWN
1220,UNKNOWN
1221,UNKNOWN
1222,UNKNOWN
1223,UNKNOWN
1224,UNKNOWN
1225,UNKNOWN
1226,UNKNOWN
1227,UNKNOWN
1228,UNKNOWN
1229,UNKNOWN
1230,UNKNOWN
1231,LG S90TR
1232,UNKNOWN
1233,UNKNOWN
1234,UNKNOWN
1235,UNKNOWN
1236,UNKNOWN
1237,LG SC9S
1238,UNKNOWN
1239,UNKNOWN
1240,UNKNOWN
1241,SAMSUNG HWB5SERIES
1242,UNKNOWN
1243,LG S60TR
1244,UNKNOWN
1245,UNKNOWN
1246,UNKNOWN
1247,UNKNOWN
1248,UNKNOWN
1249,UNKNOWN
1250,UNKNOWN
1251,UNKNOWN
1252,UNKNOWN
1253,UNKNOWN
1254,LG S40T
1255,UNKNOWN
1256,UNKNOWN
1257,UNKNOWN
1258,UNKNOWN
1259,UNKNOWN
1260,UNKNOWN
1261,UNKNOWN
1262,UNKNOWN
1263,UNKNOWN
1264,JBL BAR2.1
1265,UNKNOWN
1266,UNKNOWN
1267,UNKNOWN
1268,SAMSUNG SOUNDBAR
1269,PANASONIC SCHTB150
1270,UNKNOWN
1271,UNKNOWN
1272,UNKNOWN
1273,UNKNOWN
1274,UNKNOWN
1275,UNKNOWN
1276,UNKNOWN
1277,LG S40T
1278,UNKNOWN
1279,UNKNOWN
1280,UNKNOWN
1281,UNKNOWN
1282,LG S90TY
1283,BOSE SMARTULTRA
1284,UNKNOWN
1285,UNKNOWN
1286,JBL BAR500
1287,UNKNOWN
1288,UNKNOWN
1289,UNKNOWN
1290,UNKNOWN
1291,UNKNOWN
1292,UNKNOWN
1293,UNKNOWN
1294,UNKNOWN
1295,UNKNOWN
1296,UNKNOWN
1297,UNKNOWN
1298,UNKNOWN
1299,SAMSUNG SOUNDBARS4
1300,UNKNOWN
1301,UNKNOWN
1302,UNKNOWN
1303,UNKNOWN
1304,UNKNOWN
1305,UNKNOWN
1306,UNKNOWN
1307,UNKNOWN
1308,UNKNOWN
1309,UNKNOWN
1310,UNKNOWN
1311,UNKNOWN
1312,UNKNOWN
1313,UNKNOWN
1314,UNKNOWN
1315,SONOS BEAM
1316,UNKNOWN
1317,UNKNOWN
1318,UNKNOWN
1319,UNKNOWN
1320,UNKNOWN
1321,UNKNOWN
1322,UNKNOWN
1323,UNKNOWN
1324,UNKNOWN
1325,UNKNOWN
1326,DENON DHTS217
1327,LG S40T
1328,UNKNOWN
1329,UNKNOWN
1330,UNKNOWN
1331,UNKNOWN
1332,LG S40T
1333,UNKNOWN
1334,UNKNOWN
1335,UNKNOWN
1336,UNKNOWN
1337,UNKNOWN
1338,UNKNOWN
1339,UNKNOWN
1340,UNKNOWN
1341,UNKNOWN
